TID,EN,FR,DE,ES,IT,NL,NO,PT,TR
TID_ACHIEVEMENT_TOWN_HALL_TITLE,Bigger & Better,Toujours plus grand,Größer & besser,Más grande y mejor,"Più grande è, meglio è",Groter en beter,Større og bedre,Maior e melhor,Daha Büyük ve Daha İyi
TID_ACHIEVEMENT_TOWN_HALL,Upgrade Town Hall to level <number>,Améliorer l´Hôtel de ville au niveau <number>,Verbessere das Rathaus auf Level <number>,Mejora el ayuntamiento al nivel <number>,Migliora il Municipio fino al livello <number>,Upgrade het stadhuis naar level <number>,Oppgrader rådhuset til nivå <number>,Atualize o Centro da Cidade para o nível <number>,Belediye Binasını <number>. Seviyeye yükselt
TID_ACHIEVEMENT_VICTORY_POINTS_TITLE,Sweet Victory!,Le goût de la victoire,Süßer Sieg!,¡Dulce victoria!,Dolce vittoria!,Zoete overwinning!,Søt seier!,Doce vitória!,Tatlı Zafer!
TID_ACHIEVEMENT_VICTORY_POINTS,Win <number> trophies in Multiplayer battles,Gagnez <number> trophées lors de batailles Multijoueur,Gewinne <number> Trophäen bei Mehrspieler-Kämpfen,Gana <number> trofeos en batallas multijugador,Vinci <number> trofei in battaglie multigiocatore,Win <number> trofeeën in multiplayergevechten,Vinn <number> trofeer i slag med flere spillere,Ganhe <number> troféus em batalhas multiplayer,Çoklu oyuncu savaşlarında <number> ödül kazan
TID_ACHIEVEMENT_UNIT_UNLOCK_TITLE,Release the Beasts,Lâchez les fauves,Lass die Bestien frei,Libera a las bestias,Libera le bestie,Laat de monsters los,Slipp ut beistene,Solte as Feras,Yaratıkları Salın
TID_ACHIEVEMENT_UNIT_UNLOCK,Unlock <name> in the Barracks,Débloquez <name> dans la Caserne,Schalte <name> in der Kaserne frei,Desbloquea <name> en las barracas,Sblocca <name> nelle Caserme,Ontgrendel <name> in de kazerne,Lås opp <name> i brakkene,Desbloqueie <name> no Quartel,Kışla'da şunun kilidini açın: <name>
TID_ACHIEVEMENT_CLEAR_OBSTACLES_TITLE,Nice and Tidy,Un peu de rangement,Hübsch und ordentlich,Bonito y ordenado,Un lavoro pulito,Opgeruimd staat netjes,Rent og pent,Limpo e arrumado,Harika ve Düzenli
TID_ACHIEVEMENT_CLEAR_OBSTACLES,"Remove <number> obstacles (trees, rocks, bushes)","Supprimer <number> obstacles (arbres, rochers, buissons)","Entferne <number> Hindernisse (Bäume, Steine, Büsche)","Quita <number> obstáculos (árboles, rocas, arbustos)","Rimuovi <number> ostacoli (alberi, rocce, cespugli)","Verwijder <number> obstakels (bomen, rotsen, struiken)","Fjern <number> hindringer (trær, steiner, busker)","Remova <number> obstáculos (árvores, pedras, arbustos)","<number> engel kaldır (ağaçlar, kayalar, çalılıklar)"
TID_ACHIEVEMENT_DONATE_UNITS_TITLE,Friend in Need,Ami dans le besoin,Freund in Not,Amigo en apuros,Un amico in difficoltà,Behoeftige vrienden,Venner i nød,Amigo em apuros,Muhtaç Arkadaş
TID_ACHIEVEMENT_DONATE_UNITS,Donate <number> troops to your clanmates,Donner <number> troupes aux membres de votre clan.,Überlasse deinen Clankameraden <number> Truppen,Dar <number> tropas a tus clanes aliados,Dona <number> truppe ai tuoi amici di clan,Schenk <number> troepen aan de leden van je clan,Doner <number> soldater til klansvennene dine,Doe <number> tropas aos seus colegas de clã,Klan arkadaşlarına <number> asker bağışla
TID_ACHIEVEMENT_LOOT_GOLD_TITLE,Gold Grab,Ruée vers l´or,Goldjagd,Ladrón de oro,Cercatore d'oro,Goudgraai,Gullfangst,Captura do Ouro,Altın Kapmaca
TID_ACHIEVEMENT_LOOT_GOLD,Steal <number> gold,Volez <number> d´or,Stehle <number> Gold,Roba <number> oros,Ruba <number> oro,Steel <number> goud,Stjel <number> gull,Roubar <number> ouro,<number> altın çal
TID_ACHIEVEMENT_LOOT_ELIXIR_TITLE,Elixir Escapade,Voleur d´élixir,Elixier-Streich,Ladrón de elixir,Fuga con elisir,Elixirescapade,Eliksireskapade,Fuga do Elixir,İksir Macerası
TID_ACHIEVEMENT_LOOT_ELIXIR,Steal <number> elixir,Volez <number> élixirs,Stehle <number> Elixier,Roba <number> elixires,Ruba <number> elisir,Steel <number> elixir,Stjel <number> eliksir,Roubar <number> elixir,<number> iksir çal
TID_ACHIEVEMENT_CASTLE_TITLE,Empire Builder,Bâtisseur d´empire,Imperiumsmeister,Constructor de Imperios,Costruttore di imperi,Rijkbouwer,Fyrstedømmebygger,Construtor de império,İmparator İnşaatçı
TID_ACHIEVEMENT_CASTLE_REPAIR,Rebuild the Clan Castle,Reconstruire le Château de clan,Die Clanburg wieder aufbauen,Reconstruir el castillo del clán,Ricostruisci il castello del clan,Het clankasteel herbouwen,Bygg klanslottet på nytt!,Reconstruir o Castelo do Clã,Klan Kalesini Tekrar Kur
TID_ACHIEVEMENT_CASTLE_UPGRADE,Upgrade Clan Castle to level <number>,Améliorer le Château de clan au niveau <number>,Verbessere die Clanburg auf Level <number>,Mejorar el castillo del clán al nivel <number>,Migliora il castello del clan fino al livello <number>,Upgrade het clankasteel naar <number>,Oppgrader klanslottet til nivå <number>,Atualize o Castelo do Clã para o nível <number>,Klan Kalesini <number>. seviyeye yükselt
TID_ACHIEVEMENT_DESTROY_WALLS_TITLE,Wall Buster,Destructeur de murs,Mauermeister,Revienta muros,Spacca pareti,Muurknaller,Murbrekker,Detonador de muros,Duvar İmhacısı
TID_ACHIEVEMENT_DESTROY_WALLS,Destroy <number> Walls in Multiplayer battles,Détruisez <number> murs lors de batailles Multijoueur,Zerstöre <number> Mauern bei Mehrspieler-Kämpfen,Destruye <number> muros en batallas multijugador,Distruggi <number> Mura in battaglie multigiocatore,Vernietig <number> muren in multiplayergevechten,Ødelegg <number> vegger i slag med flere spillere,Destrua <number> muros em batalhas multiplayer,Çoklu oyuncu savaşlarında <number> Duvar yok et
TID_ACHIEVEMENT_DESTROY_TOWNHALL_TITLE,Humiliator,Destruction,Erniedriger,Humillador,Umiliazione,Vernederaar,Fornedrer,Humilhador,Aşağılayıcı
TID_ACHIEVEMENT_DESTROY_TOWNHALL,Destroy <number> Town Halls in Multiplayer battles,Détruisez <number> Hôtels de ville lors de batailles Multijoueur,Zerstöre <number> Rathäuser bei Mehrspieler-Kämpfen,Destruye <number> ayuntamientos en batallas multijugador,Distruggi <number> Municipi in battaglie multigiocatore,Vernietig <number> stadhuizen in multiplayergevechten,Ødelegg <number> rådhus i slag med flere spillere,Destrua <number> Centro(s) de Cidade em batalhas multiplayer,Çoklu oyuncu savaşlarında <number> Belediye Binası yok et
TID_ACHIEVEMENT_PVP_ATTACKS_TITLE,Conqueror,Conquérant,Eroberer,Conquistador,Conquistatore,Veroveraar,Erobrer,Conquistador,Fatih
TID_ACHIEVEMENT_PVP_ATTACKS,Win <number> Multiplayer battles,Gagnez <number> batailles Multijoueur,Gewinne <number> Mehrspieler-Kämpfe,Gana <number> batallas multijugador,Vinci <number> battaglie multigiocatore,Win <number> multiplayergevechten,Vinn <number> slag med flere spillere,Vença <number> batalhas multiplayer,<number> çoklu oyuncu savaşı kazan
TID_ACHIEVEMENT_PVP_DEFENSES_TITLE,Unbreakable,Incassable,Unzerstörbar,Irrompible,Indistruttibile,Onbreekbaar,Uknuselig,Indestrutível,Kırılamaz
TID_ACHIEVEMENT_PVP_DEFENSES,Successfully defend against <number> attacks,Défendez contre <number> attaques,Verteidige dich erfolgreich gegen <number> Angriffe,Has defendido con éxito <number> ataques,Difenditi con successo da <number> attacchi,<number> aanvallen succesvol afgewend,Vellykket forsvar mot <number> angrep,Defenda-se com sucesso contra <number> ataques,<number> saldırıya karşı başarıyla savun
TID_MOREGAMES,More Games,Plus de jeux,Mehr Spiele,Más juegos,Altri giochi,Meer games,Flere spill,Mais jogos,Daha Fazla Oyun
TID_ACHIEVEMENT_CLAIM_BUTTON,Claim Reward,Récupérer récompense,Belohnung einfordern,Reclamar el premio,Richiedi premio,Beloning opeisen,Krev belønning,Resgate a recompensa,Ödülünü İste
TID_POPUP_ACHIEVEMENTS_TITLE,Achievements,Succès,Errungenschaften,Logros,Obiettivi,Prestaties,Prestasjoner,Conquistas,Başarılar
TID_ACHIEVEMENTS_INFO,Achievements also in Game Center,Succès également dans le Game Center,Errungenschaften auch bei Game Center,Logros en Game Center también,Obiettivi anche in Game Center,Prestaties tevens in Game Center,Prestasjoner også i Game Center,Conquistas também no Game Center,Başarılar ayrıca Oyun Merkezi'nde
TID_ACHIEVEMENTS_COMPLETED,Completed:,Terminé :,Abgeschlossen:,Completado:,Completato:,Voltooid:,Fullført:,Concluído:,Tamamlanan:
TID_ACHIEVEMENTS_REWARD,Rewards:,Récompenses :,Belohnungen:,Premios:,Premi:,Beloningen:,Belønninger:,Recompensas:,Ödüller:
TID_ACHIEVEMENT_REWARD_CLAIMED,Achievement completed! You received <number> gems.,Succès terminé ! Vous avez reçu <number> gemmes.,Errungenschaft erzielt! Du hast <number> Juwelen erhalten.,¡Logro completado! Has recibido <number> gemas,Obiettivo completato! Hai ricevuto <number> gemme.,Prestatie voltooid! Je hebt <number> edelstenen ontvangen.,Prestasjon fullført! Du mottok <number> smykker.,Conquista completa! Você recebeu <number> pedras.,Başarı tamamlandı! <number> taş kazandın.
TID_X,x,x,x,x,x,x,x,x,x
TID_NO_MESSAGES,No new messages currently,Aucun nouveau message,Momentan keine neuen Nachrichten,Sin mensajes nuevos,Nessun nuovo messaggio,Geen nieuwe berichten,For øyeblikket ingen nye meldinger,Não há novas mensagens atualmente,Hiç yeni mesaj yok
TID_NO_MESSAGES_TEXT,"Once you've rebuilt the Clan Castle, you'll receive clan invitations here","Lorsque vous aurez reconstruit le Château de clan, vous recevrez les invitations du clan ici.","Sobald du die Clanburg wieder aufgebaut hast, erhältst du hier Claneinladungen","Una vez que hayas reconstruido el castillo, empezarás a recibir invitaciones aqui.","Appena avrai ricostruito il castello del clan, riceverai qui gli inviti del clan","Zodra je het clankasteel opnieuw hebt opgebouwd, kun je hier clanuitnodigingen ontvangen","Så snart du har bygd klanslottet på nytt, får du klansinvitasjoner her","Uma vez que você tenha reconstruído o Castelo do Clã, você vai receber convites de clãs aqui","Klan Kalesi'ni tekrar kurmayı tamamladığında, klan davetiyelerini buradan alacaksın"
TID_POPUP_CHANGE_LANGUAGE_TITLE,Language settings,Paramètres de langue,Spracheinstellungen,Configuración de idioma,Impostazioni lingua,Taalinstellingen,Språkinnstillinger,Configurações de idioma,Dil ayarları
TID_POPUP_CHANGE_LANGUAGE,Are you sure you want to change the language settings?,Voulez-vous vraiment modifier les paramètres de langue ?,Willst du die Spracheinstellungen wirklich ändern?,¿Estas seguro de que quieres cambiar el idioma?,Vuoi davvero modificare le impostazioni lingua?,Weet je zeker dat je de taalinstellingen wilt veranderen?,Er du sikker på at du vil endre språkinnstillingene?,Tem certeza de que deseja alterar as configurações de idioma?,Dil ayarlarını değiştirmek istediğinize emin misiniz?
TID_LEADERBOARDBANNER_CLANTOURNAMENTS,Master Tournament,Tournoi des Maîtres,Meisterturnier,Torneo de maestros,Torneo Master,Meestertoernooi,Mesterskapsturnering,Torneio principal,Usta Turnuvası
TID_LEADERBOARDBANNER_REWARD,The Top 3 Clans receive: (divided equally among the top 10 players of the clan),Les 3 meilleurs clans reçoivent : (répartition équitable entre les 10 meilleurs joueurs du clan),Die besten 3 Clans erhalten: (unter den besten 10 Spielern des Clans gleichmäßig verteilt),Los 3 primeros clanes recibirán: (dividivo igualmente entre los 10 jugadores del clán),I primi 3 clan ricevono: (divisi in parti uguali tra i primi 10 giocatori del clan),De beste 3 clans ontvangen: (evenredig verdeeld over de beste 10 spelers van de clan),De tre (3) beste klanene mottar: (likt fordelt mellom de ti (10) beste spillerne i klanen),Os primeiros 3 Clãs recebem: (dividido igualmente entre os 10 melhores jogadores do clã),Zirvedeki 3 Klan şunları alır: (klanın ilk 10 kişisi arasında eşitçe paylaştırılır)
TID_LEADERBOARDBANNER_TIMELEFT,Ends in:,Fin dans :,Endet in:,Termina en:,Termina tra:,Eindigt over:,Slutter om:,Termina em:,Bitiş:
TID_ACHIEVEMENT_GOLDSTORAGE_TITLE,Bigger Coffers,Réserves infinies,Mehr Volumen,Cofres más grandes,Casse più grandi,Grotere schatkisten,Større beholdere,Cofres maiores,Daha Büyük Kasalar
TID_ACHIEVEMENT_GOLDSTORAGE_UPGRADE,Upgrade a Gold Storage to level <number>,Améliorez une Réserve d´or au niveau <number>,Verbessere ein Goldlager auf Level <number>,Mejora un almacén de oro al nivel <number>,Migliora un Deposito d'oro fino al livello <number>,Upgrade een gouddepot naar level <number>,Oppgrader et gullager til nivå <number>,Atualize uma Armazenagem de Ouro para o nível <number>,Bir Altın Deposunu <number>. seviyesine yükselt
TID_ACHIEVEMENT_DESTROY_BUILDER_TITLE,Union Buster,Démolisseur de syndicats,Gewerkschaftssprenger,Anti-gremios,Vietate le unioni,Eenheidknaller,Unionsbryter,Detonador de uniões,Birlik İmhacısı
TID_ACHIEVEMENT_DESTROY_BUILDER,Destroy <number> Builder's Huts in Multiplayer battles,Détruisez <number> cabanes d´ouvrier lors de batailles Multijoueur,Zerstöre <number> Bauhütten bei Mehrspieler-Kämpfen,Destruye <number> cabañas de constructores en batallas multijugador,Distruggi <number> Capanne del muratore in battaglie multigiocatore,Vernietig <number> bouwhutten in multiplayergevechten,Ødelegg <number> byggerhytter i slag med flere spillere,Destrua <number> Cabanas do Construtor em batalhas multiplayer,Çoklu oyuncu savaşlarında <number> İnşaatçı Kulübesi yok et
TID_MOVEMENT_SPEED,Movement speed: <number>,Vitesse de déplacement : <number>,Bewegungsgeschwindigkeit: <number>,Velocidad de movimiento: <number>,Velocità movimento: <number>,Verplaatsingssnelheid: <number>,Bevegelseshastighet: <number>,Velocidade de movimento: <number>,Hareket hızı: <number>
TID_TRAP_SUPERBOMB,Giant Bomb,Bombe géante,Riesenbombe,Bomba gigante,Bomba gigante,Reuzenbom,Gigantbombe,Bomba gigante,Dev Bomba
TID_TRAP_SUPERBOMB_INFO,"When you're looking for a Big Boom, you need the Giant Bomb.",Utilisez la Bombe géante pour provoquer une énorme explosion.,"Wenn du einen großen Knall willst, dann brauchst du eine Riesenbombe.","Si buscas una gran explosión, necesitarás la Bomba gigante","Se hai bisogno di un'esplosione potente, ti serve una Bomba gigante.",Zoek je een grote knaller? Gebruik dan de reuzenbom.,"Er du ute etter et skikkelig smell, trenger du gigantbomben.","Quando você está procurando uma grande explosão, é necessária a Bomba gigante.","Büyük Bomba arıyorsan, Büyük Bomba'ya ihtiyacın var demektir."
TID_LEADERBOARDBANNER_1,1),1),1),1),1),1),1),1),1)
TID_LEADERBOARDBANNER_2,2),2),2),2),2),2),2),2),2)
TID_LEADERBOARDBANNER_3,3),3),3),3),3),3),3),3),3)
TID_ACHIEVEMENT_COMPLETED,Achievement Completed!,Succès terminé !,Errungenschaft erzielt!,¡Logro completado!,Obiettivo completato!,Prestatie voltooid!,Prestasjon fullført!,Conquista completa!,Başarı Tamamlandı!
TID_PUSH_ATTACKED,Your village was raided by <attacker>!,Votre village a été attaqué par <attacker> !,Dein Dorf wurde von <attacker> angegriffen!,¡Tu aldea ha sido arrasada por <attacker>!,Il tuo villaggio è stato assaltato da <attacker>!,Je dorp is aangevallen door <attacker>!,Landsbyen ble raidet av <attacker>!,Sua aldeia foi invadida por <attacker>!,Köyüne <attacker> tarafından baskın yapıldı!
TID_SURRENDER_POPUP_TITLE,Surrender?,Capituler ?,Aufgeben?,¿Te rindes?,Arrendersi?,Overgave?,Overgivelse?,Render-se?,Teslim Ol?
TID_SURRENDER_POPUP_TEXT,"Chief, are you sure you want to give the order to retreat? Our army will be defeated!",,,,,,,,
TID_END_BATTLE_POPUP_TITLE,End Battle?,Terminer la bataille ?,Kampf beenden?,¿Quieres acabar la batalla?,Terminare battaglia?,Stoppen?,Avslutt slaget?,Batalha final?,Savaşı Bitir?
TID_END_BATTLE_POPUP_TEXT,"Chief, are you sure you want to end the fight now?",,,,,,,,
TID_SHIELD_ON_COOLDOWN,Shield not yet available!,,,,,,,,
TID_COOLDOWN,Cooldown:,Délai d'attente :,Abklingzeit:,Recarga:,Cooldown:,Afkoeltijd:,Nedkjøling:,Tempo de espera:,Bekleme süresi:
TID_WAITING_FOR_COOLDOWN,Available:,,,,,,,,
TID_FAQ_BUTTON,Help and support,Aide et assistance,Hilfe und Kundendienst,Ayuda y soporte técnico,Aiuto e supporto,Hulp en ondersteuning,Hjelp og støtte,Ajuda e suporte,Yardım ve destek
TID_FAQ_WINDOW_TITLE,Help and support,Aide et assistance,Hilfe und Kundendienst,Ayuda y soporte técnico,Aiuto e supporto,Hulp en ondersteuning,Hjelp og støtte,Ajuda e suporte,Yardım ve destek
TID_FORUMS_BUTTON,Forums,Forums,Forum,Foros,Forum,Forums,Fora,Fóruns,Forum
TID_FAQ_TITLE_SHIELD,What is the Shield and how does it work?,Qu'est-ce que le bouclier et comment fonctionne-t-il ?,Was ist der Schild und wir funktioniert er?,¿Qué es el escudo y cómo funciona?,Cos'è e come funziona lo scudo?,Wat is het schild en hoe werkt het?,Hva er skjoldet og hvordan fungerer det?,O que é o escudo e como ele funciona?,Kalkan nedir ve nasıl çalışır?
TID_FAQ_TEXT_SHIELD,"The Shield prevents other people from attacking you for a period of time. You lose the shield when the time runs out, or when you attack another player. When your village is destroyed by an enemy attack, you automatically get a new shield for 12 hours. You can also purchase longer lasting shields from the shop.","Le bouclier empêche les autres de vous attaquer pendant une certaine période de temps. Vous perdez votre bouclier à la fin de cette période ou lorsque vous attaquez un autre joueur. Si votre village est détruit par une attaque ennemie, vous bénéficiez automatiquement d´un nouveau bouclier pendant 12 heures. Vous pouvez également acquérir au magasin des boucliers qui dureront plus longtemps.","Der Schild verhindert, dass du eine bestimmte Zeit lang durch andere Leute angegriffen werden kannst. Du verlierst den Schild, wenn die Zeit abgelaufen ist oder wenn du einen anderen Spieler angreifst. Wenn dein Dorf durch einen feindlichen Angriff zerstört wird, erhältst du automatisch einen neuen Schild für 12 Stunden. Länger anhaltende Schilde kannst du auch im Shop kaufen.","El escudo impide que otras personas te ataquen durante un periodo de tiempo. Pierdes el escudo cuando el tiempo se agota o cuando atacas a otro jugador. Cuando tu aldea queda destruida por un ataque enemigo, consigues un nuevo escudo de forma automática durante 12 horas. Además, puedes comprar escudos de mayor duración en la tienda.","Lo scudo previene gli attacchi di altre persone per un certo periodo di tempo. Quando il tempo si esaurisce o se attacchi un altro giocatore, lo scudo perde il suo effetto. Se il tuo villaggio viene distrutto da un attacco nemico, ottieni automaticamente un nuovo scudo per 12 ore. Puoi anche acquistare degli scudi della durata superiore nel negozio.","Het schild voorkomt dat andere mensen je gedurende een bepaalde periode aanvallen. Je verliest het schild wanneer de tijd om is, of wanneer je een andere speler aanvalt. Als je dorp wordt vernietigd door een vijandelijke aanval, krijg je automatisch een nieuw schild voor 12 uur. In de winkel kun je ook schilden kopen die langer meegaan.","Skjoldet hindrer andre folk fra å angripe deg en stund. Skjoldet forsvinner når tiden løper ut eller når du angriper en annen spiller. Når landsbyen din ødelegges av et fiendtlig angrep, får du automatisk et nytt skjold i 12 timer. Du kan også kjøpe skjold som varer lenger, i butikken.","O escudo impede que outras pessoas atquem você por um certo período de tempo. Você perde o escudo quando o tempo se esgota, ou quando você atacar outro jogador. Quando sua aldeia for destruída por um ataque inimigo, você receberá automaticamente um novo escudo para 12 horas. Você também pode comprar escudos mais duradouros na loja.","Kalkan, belirli bir süre için diğer kişilerin sana saldırmasını engeller. Süre dolduğunda veya başka bir oyuncuya saldırdığında kalkanı kaybedersin. Köyün bir düşman saldırısıyla yok edildiğinde otomatik olarak 12 saatlik yeni bir kalkan alırsın. Ayrıca mağazadan daha uzun süreli kalkanlar da alabilirsin."
